"","Year","Month","Day","kingdom","phylum","class","order","family","genus","species","eventDate"
"227",2020,4,6,"Animalia","Arthropoda","Insecta","Coleoptera","Curculionidae","Camptorhinus","dorsalis",1586095200
"238",2020,4,6,"Animalia","Arthropoda","Insecta","Coleoptera","Elateridae","Conoderus","sp.1_Conoderus",1586095200
"286",2020,4,6,"Animalia","Arthropoda","Insecta","Coleoptera","Tenebrionidae","Pterohelaeus","sp.1_Pterohelaeus",1586095200
"492",2020,4,6,"Animalia","Arthropoda","Arthropoda","Hemiptera","Scutelleridae","Lampromicra","senator",1586095200
"493",2020,4,6,"Animalia","Arthropoda","Arthropoda","Hemiptera","Scutelleridae","Tectocoris","diophthalmus",1586095200
"614",2020,4,6,"Animalia","Arthropoda","Insecta","Lepidoptera","Crambidae","Cnaphalocrocis","medinalis",1586095200
"644",2020,4,6,"Animalia","Arthropoda","Insecta","Lepidoptera","Crambidae","Parotis","sp.1_Parotis",1586095200
"660",2020,4,6,"Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Achaea","janata",1586095200
"714",2020,4,6,"Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Pantydia","metaspila",1586095200
"724",2020,4,6,"Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Simplicia","cornicalis",1586095200
"753",2020,4,6,"Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Cleora","injectaria",1586095200
"798",2020,4,6,"Animalia","Arthropoda","Insecta","Lepidoptera","Hesperiidae","Ocybadistes","walkeri",1586095200
"827",2020,4,6,"Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Asota","plagiata",1586095200
"862",2020,4,6,"Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Spodoptera","mauritia",1586095200
"1030",2020,4,6,"Animalia","Arthropoda","Insecta","Lepidoptera","Uraniidae","Phazaca","cf.",1586095200
"1039",2020,4,6,"Animalia","Arthropoda","Insecta","Megaloptera","Sialidae","Stenosialis","cf.",1586095200
"1054",2020,4,6,"Animalia","Arthropoda","Insecta","Neuroptera","Nymphidae","Myiodactylus","sp.1_Myiodactylus",1586095200
"9",2020,4,7,"Animalia","Arthropoda","Arthropoda","Araneae","Araneidae","Cyrtophora","hirta",1586181600
"34",2020,4,7,"Animalia","Arthropoda","Arachnida","Araneae","Oonopidae","Ischnothyreus","sp.1_Ischnothyreus",1586181600
"58",2020,4,7,"Animalia","Arthropoda","Arthropoda","Araneae","Thomisidae","Thomisus","spectabilis",1586181600
"65",2020,4,7,"Animalia","Arthropoda","Arachnida","Oribatida","Oribatidae","sp.","sp.1_Oribatidae",1586181600
"139",2020,4,7,"Animalia","Arthropoda","Chilopoda","Geophilomorpha","Geophilidae","Geophilidae","sp.1_Geophilidae",1586181600
"145",2020,4,7,"Animalia","Arthropoda","Malacostraca","Amphipoda","Talitridae","Talitroides","topitotum",1586181600
"152",2020,4,7,"Animalia","Arthropoda","Diplopoda","Polyxenida","Polyxenidae","sp.","sp.1_Polyxenidae",1586181600
"156",2020,4,7,"Animalia","Arthropoda","Collembola","Collembola","Entomobryomorpha","sp.","sp.3_Entomobryomorpha",1586181600
"173",2020,4,7,"Animalia","Mollusca","Gastropoda","Stylommatophora","Punctidae","Paralaoma","servilis",1586181600
"176",2020,4,7,"Animalia","Arthropoda","Arthropoda","Blattodea","Blaberidae","Pycnoscelus","surinamensis",1586181600
"267",2020,4,7,"Animalia","Arthropoda","Insecta","Coleoptera","Scarabaeidae","sp.","sp.2_Scarabaeidae",1586181600
"282",2020,4,7,"Animalia","Arthropoda","Insecta","Coleoptera","Tenebrionidae","Amarygmus","sp.1_Amarygmus",1586181600
"289",2020,4,7,"Animalia","Arthropoda","Arthropoda","Dermaptera","Anisolabididae","Euborellia","annulipes",1586181600
"335",2020,4,7,"Animalia","Arthropoda","Insecta","Diptera","Culicidae","Culex","sitiens",1586181600
"401",2020,4,7,"Animalia","Arthropoda","Arthropoda","Diptera","Syrphidae","Dideopsis","aegrota",1586181600
"425",2020,4,7,"Animalia","Arthropoda","Insecta","Hemiptera","Cicadellidae","Balclutha","sp.1_Balclutha",1586181600
"427",2020,4,7,"Animalia","Arthropoda","Insecta","Hemiptera","Cicadellidae","Carvaka","sp.1_Carvaka",1586181600
"476",2020,4,7,"Animalia","Arthropoda","Insecta","Hemiptera","Pentatomidae","Oechalis","schellenbergii",1586181600
"495",2020,4,7,"Animalia","Arthropoda","Arthropoda","Hymenoptera","Apidae","Amegilla","bombiformis",1586181600
"620",2020,4,7,"Animalia","Arthropoda","Insecta","Lepidoptera","Crambidae","Diaphania","indica",1586181600
"626",2020,4,7,"Animalia","Arthropoda","Insecta","Lepidoptera","Crambidae","Hellula","undalis",1586181600
"639",2020,4,7,"Animalia","Arthropoda","Insecta","Lepidoptera","Crambidae","Neargyria","argyraspis",1586181600
"728",2020,4,7,"Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Tolpia","myops",1586181600
"759",2020,4,7,"Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Cyclophora","obstataria",1586181600
"847",2020,4,7,"Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Lysimelia","lenis",1586181600
"866",2020,4,7,"Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Thoracolopha","verecunda",1586181600
"998",2020,4,7,"Animalia","Arthropoda","Insecta","Lepidoptera","Tineidae","Opogona","protodoxa",1586181600
"1038",2020,4,7,"Animalia","Arthropoda","Insecta","Mantodea","Mantidae","Orthodera","ministralis",1586181600
"1061",2020,4,7,"Animalia","Arthropoda","Insecta","Orthoptera","Gryllacrididae","Nunkeria","brochis",1586181600
"112",2020,4,8,"Animalia","Chordata","Chordata","Ciconiiformes","Threskiornithidae","Threskiornis","moluccus",1586268000
"554",2020,4,8,"Animalia","Arthropoda","Insecta","Hymenoptera","Ichneumonidae","Leptophion","sp.1_Leptophion",1586268000
"601",2020,4,8,"Animalia","Arthropoda","Insecta","Lepidoptera","Cosmopterigidae","Pyroderces","cf.",1586268000
"809",2020,4,8,"Animalia","Arthropoda","Insecta","Lepidoptera","Lycaenidae","Nacaduba","kurava",1586268000
"997",2020,4,8,"Animalia","Arthropoda","Insecta","Lepidoptera","Tineidae","Niditinea","fuscella",1586268000
"172",2020,4,9,"Animalia","Mollusca","Gastropoda","Stylommatophora","Achatinidae","Allopeas","clavulinum",1586354400
"204",2020,4,9,"Animalia","Arthropoda","Insecta","Coleoptera","Cerambycidae","Coptocercus","multitrichus",1586354400
"343",2020,4,9,"Animalia","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila","melanogaster",1586354400
"345",2020,4,9,"Animalia","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila","serrata",1586354400
"348",2020,4,9,"Animalia","Arthropoda","Insecta","Diptera","Drosophilidae","sp.","sp.2_Drosophilidae",1586354400
"381",2020,4,9,"Animalia","Arthropoda","Insecta","Diptera","Psychodidae","sp.","sp.1_Psychodidae",1586354400
"390",2020,4,9,"Animalia","Arthropoda","Arthropoda","Diptera","Stratiomyidae","Exaireta","spinigera",1586354400
"398",2020,4,9,"Animalia","Arthropoda","Insecta","Diptera","Syrphidae","Austalis","conjuncta",1586354400
"557",2020,4,9,"Animalia","Arthropoda","Arthropoda","Hymenoptera","Ichneumonidae","Netelia","producta",1586354400
"565",2020,4,9,"Animalia","Arthropoda","Insecta","Hymenoptera","Leucospidae","Leucospis","giraulti",1586354400
"574",2020,4,9,"Animalia","Arthropoda","Insecta","Hymenoptera","Sphecidae","Ammophila","sp.1_Ammophila",1586354400
"691",2020,4,9,"Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Hydrillodes","cf.",1586354400
"692",2020,4,9,"Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Hydrillodes","funestalis",1586354400
"727",2020,4,9,"Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Tathorhynchus","exsiccata",1586354400
"875",2020,4,9,"Animalia","Arthropoda","Arthropoda","Lepidoptera","Nolidae","Earias","luteolaria",1586354400
"894",2020,4,9,"Animalia","Arthropoda","Arthropoda","Lepidoptera","Nymphalidae","Phaedyma","shepherdi",1586354400
"1051",2020,4,9,"Animalia","Arthropoda","Insecta","Neuroptera","Myrmeleontidae","Myrmeleon","acer",1586354400
"83",2020,4,10,"Animalia","Chordata","Chordata","Columbiformes","Columbidae","Ocyphaps","lophotes",1586440800
"143",2020,4,10,"Animalia","Annelida","Oligochaeta","Haplotaxida","Megascolecidae","Pheretima","sp.1_Pheretima",1586440800
"217",2020,4,10,"Animalia","Arthropoda","Arthropoda","Coleoptera","Coccinellidae","Apolinus","lividigaster",1586440800
"404",2020,4,10,"Animalia","Arthropoda","Insecta","Diptera","Syrphidae","Eumerus","peltatus",1586440800
"407",2020,4,10,"Animalia","Arthropoda","Insecta","Diptera","Tachinidae","Phorocera","sp.1_Phorocera",1586440800
"420",2020,4,10,"Animalia","Arthropoda","Arthropoda","Hemiptera","Aphididae","Aphis","gossypii",1586440800
"470",2020,4,10,"Animalia","Arthropoda","Arthropoda","Hemiptera","Monophlebidae","Icerya","seychellarum",1586440800
"542",2020,4,10,"Animalia","Arthropoda","Insecta","Hymenoptera","Formicidae","Tetramorium","bicarinatum",1586440800
"543",2020,4,10,"Animalia","Arthropoda","Insecta","Hymenoptera","Formicidae","Tetramorium","pacificum",1586440800
"646",2020,4,10,"Animalia","Arthropoda","Insecta","Lepidoptera","Crambidae","Piletocera","macroperalis",1586440800
"726",2020,4,10,"Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Speiredonia","spectans",1586440800
"873",2020,4,10,"Animalia","Arthropoda","Insecta","Lepidoptera","Nolidae","Barasa","cymatistis",1586440800
"880",2020,4,10,"Animalia","Arthropoda","Insecta","Lepidoptera","Nolidae","Nola","desmotes",1586440800
"1045",2020,4,10,"Animalia","Arthropoda","Insecta","Neuroptera","Chrysopidae","Plesiochrysa","atalotis",1586440800
"1053",2020,4,10,"Animalia","Arthropoda","Insecta","Neuroptera","Nymphidae","Italochrysa","insignis",1586440800
"1103",2020,4,10,"Animalia","Nematoda","#N/A","#N/A","sp.","sp.","sp.1_Nematoda",1586440800
"4",2020,4,11,"Animalia","Arthropoda","Arachnida","Acarina","sp. 1","sp.","sp. 1_Acarina",1586527200
"5",2020,4,11,"Animalia","Arthropoda","Arachnida","Acarina","sp. 2","sp.","sp. 2_Acarina",1586527200
"195",2020,4,11,"Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Catadromus","sp.1_Catadromus",1586527200
"212",2020,4,11,"Animalia","Arthropoda","Insecta","Coleoptera","chrysomelidae","Geloptera","sp.1_Geloptera",1586527200
"284",2020,4,11,"Animalia","Arthropoda","Arthropoda","Coleoptera","Tenebrionidae","Dimorphochilus","pascoei",1586527200
"301",2020,4,11,"Animalia","Arthropoda","Insecta","Diptera","Calliphoridae","Chrysomya","rufifacies",1586527200
"314",2020,4,11,"Animalia","Arthropoda","Insecta","Diptera","Chironomidae","sp.","sp.1_Chironomidae",1586527200
"349",2020,4,11,"Animalia","Arthropoda","Insecta","Diptera","Drosophilidae","sp.","sp.1_Drosophilidae",1586527200
"354",2020,4,11,"Animalia","Arthropoda","Insecta","Diptera","Lauxaniidae","Homoneura","sp.1_Homoneura",1586527200
"399",2020,4,11,"Animalia","Arthropoda","Insecta","Diptera","Syrphidae","Austalis","muscoides",1586527200
"402",2020,4,11,"Animalia","Arthropoda","Arthropoda","Diptera","Syrphidae","Episyrphus","viridaureus",1586527200
"441",2020,4,11,"Animalia","Arthropoda","Arthropoda","Hemiptera","Coccidae","Coccus","hesperidum",1586527200
"449",2020,4,11,"Animalia","Arthropoda","Insecta","Hemiptera","Flatidae","Anzora","sp.1_Anzora",1586527200
"459",2020,4,11,"Animalia","Arthropoda","Insecta","Hemiptera","Issidae","sp.","sp.1_Issidae",1586527200
"471",2020,4,11,"Animalia","Arthropoda","Arthropoda","Hemiptera","Monophlebidae","Pristhesancus","plagipennis",1586527200
"485",2020,4,11,"Animalia","Arthropoda","Arthropoda","Hemiptera","Reduviidae","Havinthus","rufovarius",1586527200
"547",2020,4,11,"Animalia","Arthropoda","Insecta","Hymenoptera","Ichneumonidae","Anacis","sp.1_Anacis",1586527200
"616",2020,4,11,"Animalia","Arthropoda","Insecta","Lepidoptera","Crambidae","Conogethes","haemactalis",1586527200
"628",2020,4,11,"Animalia","Arthropoda","Insecta","Lepidoptera","Crambidae","Hodebertia","testalis",1586527200
"631",2020,4,11,"Animalia","Arthropoda","Insecta","Lepidoptera","Crambidae","Hydriris","chalybitis",1586527200
"636",2020,4,11,"Animalia","Arthropoda","Insecta","Lepidoptera","Crambidae","Metasia","tiasalis",1586527200
"666",2020,4,11,"Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Bastilla","hamatilis",1586527200
"701",2020,4,11,"Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Meranda","susialis",1586527200
"704",2020,4,11,"Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Mocis","trifasciata",1586527200
"768",2020,4,11,"Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Gymnoscelis","ischnophylla",1586527200
"813",2020,4,11,"Animalia","Arthropoda","Insecta","Lepidoptera","Lycaenidae","Zizina","labradus",1586527200
"878",2020,4,11,"Animalia","Arthropoda","Insecta","Lepidoptera","Nolidae","Maceda","mansueta",1586527200
"953",2020,4,11,"Animalia","Arthropoda","Insecta","Lepidoptera","Pyralidae","Endotricha","pyrosalis",1586527200
"1043",2020,4,11,"Animalia","Arthropoda","Insecta","Neuroptera","Chrysopidae","Chrysoperla","sp.1_Chrysoperla",1586527200
"1092",2020,4,11,"Animalia","Chordata","Mammalia","Chiroptera","Molossidae","Tadarida","australis",1586527200
"1094",2020,4,11,"Animalia","Chordata","Chordata","Chiroptera","Pteropodidae","Pteropus","poliocephalus",1586527200
"1213",2020,4,11,"Animalia","Chordata","Chordata","Squamata","Scincidae","Calyptotis","scutirostrum",1586527200
"21",2020,4,12,"Animalia","Arthropoda","Arachnida","Araneae","Clubionidae","Clubiona","sp.1_Clubiona",1586613600
"29",2020,4,12,"Animalia","Arthropoda","Arachnida","Araneae","Gnaphosidae","Encoptarthria","sp.1_Encoptarthria",1586613600
"63",2020,4,12,"Animalia","Arthropoda","Arachnida","Araneae","Zodariidae","sp.","sp.1_Zodariidae",1586613600
"67",2020,4,12,"Animalia","Arthropoda","Arachnida","Trombidiformes","Smarididae","sp.","sp.1_Smarididae",1586613600
"69",2020,4,12,"Animalia","Arthropoda","Arachnida","Trombidiformes","Tetranychidae","Tetranychus","urticae",1586613600
"75",2020,4,12,"Animalia","Chordata","Chordata","Anseriformes","Anatidae","Chenonetta","jubata",1586613600
"127",2020,4,12,"Animalia","Chordata","Chordata","Pelecaniformes","Phalacrocoracidae","Phalacrocorax","sulcirostris",1586613600
"157",2020,4,12,"Animalia","Arthropoda","Collembola","Collembola","Isotomidae","sp.","sp.4_Isotomidae",1586613600
"225",2020,4,12,"Animalia","Arthropoda","Insecta","Coleoptera","Coccinellidae","Rhyzobius","sp.2_Rhyzobius",1586613600
"245",2020,4,12,"Animalia","Arthropoda","Insecta","Coleoptera","Hydrophilidae","Dactylosternum","abdominale",1586613600
"252",2020,4,12,"Animalia","Arthropoda","Insecta","Coleoptera","Nitidulidae","Epuraea","sp.1_Epuraea",1586613600
"287",2020,4,12,"Animalia","Arthropoda","Insecta","Coleoptera","Tenebrionidae","Subfam.","Tenebrioninae",1586613600
"337",2020,4,12,"Animalia","Arthropoda","Arthropoda","Diptera","Culicidae","Toxorhynchites","speciosus",1586613600
"344",2020,4,12,"Animalia","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila","repleta-complex",1586613600
"384",2020,4,12,"Animalia","Arthropoda","Insecta","Diptera","Sciaridae","Sciaridae","sp.1_Sciaridae",1586613600
"410",2020,4,12,"Animalia","Arthropoda","Insecta","Diptera","Tipulidae","Dicranomyia","sp.1_Dicranomyia",1586613600
"413",2020,4,12,"Animalia","Arthropoda","Insecta","Embiidina","Oligotomidae","Oligotoma","saundersii",1586613600
"463",2020,4,12,"Animalia","Arthropoda","Insecta","Hemiptera","Lygaeidae","Nysius","sp.1_Nysius",1586613600
"488",2020,4,12,"Animalia","Arthropoda","Insecta","Hemiptera","Rhyparochromidae","Dieuches","consanguineus",1586613600
"559",2020,4,12,"Animalia","Arthropoda","Insecta","Hymenoptera","Ichneumonidae","Stiromesostenus","sp.1_Stiromesostenus",1586613600
"625",2020,4,12,"Animalia","Arthropoda","Insecta","Lepidoptera","Crambidae","Hellula","hydralis",1586613600
"634",2020,4,12,"Animalia","Arthropoda","Insecta","Lepidoptera","Crambidae","Leucinodes","cordalis",1586613600
"641",2020,4,12,"Animalia","Arthropoda","Insecta","Lepidoptera","Crambidae","Omiodes","cf",1586613600
"661",2020,4,12,"Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Achaea","serva",1586613600
"677",2020,4,12,"Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Ericeia","sp.1_Ericeia",1586613600
"699",2020,4,12,"Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Laspeyria","concavata",1586613600
"705",2020,4,12,"Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Nodaria","cornicalis",1586613600
"713",2020,4,12,"Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Pantydia","cf.",1586613600
"824",2020,4,12,"Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Amyna","natalis",1586613600
"828",2020,4,12,"Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Athetis","maculatra",1586613600
"833",2020,4,12,"Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Chrysodeixis","argentifera",1586613600
"851",2020,4,12,"Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Mythimna","reversa",1586613600
"895",2020,4,12,"Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Polyura","sempronius",1586613600
"907",2020,4,12,"Animalia","Arthropoda","Insecta","Lepidoptera","Oecophoridae","Eulechria","marmorata",1586613600
"943",2020,4,12,"Animalia","Arthropoda","Insecta","Lepidoptera","Pyralidae","Anomis","cf.",1586613600
"947",2020,4,12,"Animalia","Arthropoda","Insecta","Lepidoptera","Pyralidae","Aurana","actiosella",1586613600
"952",2020,4,12,"Animalia","Arthropoda","Insecta","Lepidoptera","Pyralidae","Endotricha","puncticostalis",1586613600
"964",2020,4,12,"Animalia","Arthropoda","Insecta","Lepidoptera","Pyralidae","Rusicada","combinans",1586613600
"976",2020,4,12,"Animalia","Arthropoda","Insecta","Lepidoptera","Sphingidae","Agrius","convolvuli",1586613600
"1072",2020,4,12,"Animalia","Arthropoda","Insecta","Psocodea","Ectopsocidae","Ectopsocus","sp.1_Ectopsocus",1586613600
"1081",2020,4,12,"Animalia","Arthropoda","Insecta","Psocodea","Pachytroctidae","sp.","sp.1_Pachytroctidae",1586613600
"48",2020,4,13,"Animalia","Arthropoda","Arachnida","Araneae","Salticidae","Sondra","sp.1_Sondra",1586700000
"164",2020,4,13,"Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Trichocomaceae","Aspergillus","sp.1_Aspergillus",1586700000
"165",2020,4,13,"Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Trichocomaceae","Penicillium","sp.1_Penicillium",1586700000
"166",2020,4,13,"Fungi","Ascomycota","Eurotiomycetes","Hypocreales","Hypocreaceae","Trichoderma","longibrachiatum",1586700000
"375",2020,4,13,"Animalia","Arthropoda","Arthropoda","Diptera","Neriidae","Derocephalus","angusticollis",1586700000
"388",2020,4,13,"Animalia","Arthropoda","Insecta","Diptera","indet.","sp.","sp.1_indet.",1586700000
"462",2020,4,13,"Animalia","Arthropoda","Insecta","Hemiptera","Largidae","Physopelta","gutta",1586700000
"466",2020,4,13,"Animalia","Arthropoda","Insecta","Hemiptera","Miridae","Poppiocapsidea","biseratense",1586700000
"594",2020,4,13,"Animalia","Arthropoda","Insecta","Lepidoptera","Cosmopterigidae","Anatrachyntis","rileyi",1586700000
"602",2020,4,13,"Animalia","Arthropoda","Insecta","Lepidoptera","Cosmopterigidae","Pyroderces","falcatella",1586700000
"695",2020,4,13,"Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Hypena","masurialis",1586700000
"750",2020,4,13,"Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Chloroclystis","mniochroa",1586700000
"780",2020,4,13,"Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Scopula","desita",1586700000
"912",2020,4,13,"Animalia","Arthropoda","Insecta","Lepidoptera","Oecophoridae","Philobota","mucida",1586700000
"921",2020,4,13,"Animalia","Arthropoda","Insecta","Lepidoptera","Oecophoridae","Tachystola","hemisema",1586700000
"984",2020,4,13,"Animalia","Arthropoda","Insecta","Lepidoptera","Stathmopodidae","Stathmopoda","auriferella",1586700000
"193",2020,4,14,"Animalia","Arthropoda","Insecta","Coleoptera","Byrrhidae","sp.","sp.1_Byrrhidae",1586786400
"234",2020,4,14,"Animalia","Arthropoda","Insecta","Coleoptera","Curculionidae","Xyleborus","perforans",1586786400
"274",2020,4,14,"Animalia","Arthropoda","Insecta","Coleoptera","Scirtidae","sp.","sp.1_Scirtidae",1586786400
"324",2020,4,14,"Animalia","Arthropoda","Insecta","Diptera","Conopidae","Thecophora","australiana",1586786400
"507",2020,4,14,"Animalia","Arthropoda","Insecta","Hymenoptera","Braconidae","Disophrys","sp.1_Disophrys",1586786400
"525",2020,4,14,"Animalia","Arthropoda","Insecta","Hymenoptera","Eulophidae","Tamarixia","sp.1_Tamarixia",1586786400
"530",2020,4,14,"Animalia","Arthropoda","Arthropoda","Hymenoptera","Formicidae","Camponotus","elegans",1586786400
"609",2020,4,14,"Animalia","Arthropoda","Insecta","Lepidoptera","Crambidae","Antigastra","catalaunalis",1586786400
"637",2020,4,14,"Animalia","Arthropoda","Insecta","Lepidoptera","Crambidae","Nacoleia","amphicedalis",1586786400
"667",2020,4,14,"Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Bastilla","solomonensis",1586786400
"710",2020,4,14,"Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Oraesia","argyrosigna",1586786400
"720",2020,4,14,"Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Progonia","umbrifera",1586786400
"738",2020,4,14,"Animalia","Arthropoda","Insecta","Lepidoptera","Gelechiidae","Idiophantis","chiridota",1586786400
"783",2020,4,14,"Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Scopula","optivata",1586786400
"836",2020,4,14,"Animalia","Arthropoda","Arthropoda","Lepidoptera","Noctuidae","Condica","aroana",1586786400
"867",2020,4,14,"Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Thyas","coronata",1586786400
"962",2020,4,14,"Animalia","Arthropoda","Insecta","Lepidoptera","Pyralidae","Plodia","interpunctella",1586786400
"978",2020,4,14,"Animalia","Arthropoda","Insecta","Lepidoptera","Sphingidae","Hippotion","celerio",1586786400
"1011",2020,4,14,"Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Crocidosema","plebejana",1586786400
"1029",2020,4,14,"Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Syntozyga","anconia",1586786400
"49",2020,4,15,"Animalia","Arthropoda","Arachnida","Araneae","Salticidae","sp.","sp.1_Salticidae",1586872800
"178",2020,4,15,"Animalia","Arthropoda","Arthropoda","Blattodea","Blattidae","Periplaneta","australasiae",1586872800
"640",2020,4,15,"Animalia","Arthropoda","Insecta","Lepidoptera","Crambidae","Notarcha","aurolinealis",1586872800
"774",2020,4,15,"Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Mesoptila","melanolopha",1586872800
"782",2020,4,15,"Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Scopula","oppilata",1586872800
"1071",2020,4,15,"Animalia","Arthropoda","Insecta","Psocodea","Caeciliusidae","sp.","sp.1_Caeciliusidae",1586872800
"90",2020,4,16,"Animalia","Chordata","Chordata","Falconiformes","Falconidae","Falco","peregrinus",1586959200
"179",2020,4,16,"Animalia","Arthropoda","Insecta","Blattodea","Ectobiidae","Balta","fratercula",1586959200
"268",2020,4,16,"Animalia","Arthropoda","Insecta","Coleoptera","Scarabaeidae","sp.","sp.3_Scarabaeidae",1586959200
"414",2020,4,16,"Animalia","Arthropoda","Insecta","Hemiptera","Achilidae","Tribe","Plectoderini",1586959200
"589",2020,4,16,"Animalia","Arthropoda","Insecta","Lepidoptera","Batrachedridae","Batrachedra","sp.1_Batrachedra",1586959200
"663",2020,4,16,"Animalia","Arthropoda","Arthropoda","Lepidoptera","Erebidae","Anomis","involuta",1586959200
"843",2020,4,16,"Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Helicoverpa","armigera",1586959200
"938",2020,4,16,"Animalia","Arthropoda","Insecta","Lepidoptera","Pterophoridae","Bipunctiphorus","euctimena",1586959200
"951",2020,4,16,"Animalia","Arthropoda","Insecta","Lepidoptera","Pyralidae","Endotricha","mesenterialis",1586959200
"971",2020,4,16,"Animalia","Arthropoda","Insecta","Lepidoptera","Pyralidae","Tribe","Phycitini",1586959200
"1004",2020,4,16,"Animalia","Arthropoda","Insecta","Lepidoptera","Tineidae","Tinea","pellionella",1586959200
"206",2020,4,17,"Animalia","Arthropoda","Insecta","Coleoptera","Cerambycidae","Prosoplus","bankii",1587045600
"356",2020,4,17,"Animalia","Arthropoda","Insecta","Diptera","Limoniidae","Conosia","irrorata",1587045600
"418",2020,4,17,"Animalia","Arthropoda","Insecta","Hemiptera","Alydidae","Mutusca","brevicornis",1587045600
"472",2020,4,17,"Animalia","Arthropoda","Insecta","Hemiptera","Nabidae","sp.","sp.1_Nabidae",1587045600
"523",2020,4,17,"Animalia","Arthropoda","Insecta","Hymenoptera","Eulophidae","Subfam.","Tetrastichinae",1587045600
"632",2020,4,17,"Animalia","Arthropoda","Insecta","Lepidoptera","crambidae","Hymenia","perspectalis",1587045600
"676",2020,4,17,"Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Ericeia","plaesiodes",1587045600
"700",2020,4,17,"Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Luceria","oculalis",1587045600
"741",2020,4,17,"Animalia","Arthropoda","Insecta","Lepidoptera","Gelechiidae","sp.","sp.1_Gelechiidae",1587045600
"742",2020,4,17,"Animalia","Arthropoda","Insecta","Lepidoptera","Gelechiidae","sp.","sp.2_Gelechiidae",1587045600
"748",2020,4,17,"Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Casbia","rectaria",1587045600
"749",2020,4,17,"Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Catoria","camelaria",1587045600
"902",2020,4,17,"Animalia","Arthropoda","Insecta","Lepidoptera","Oecophoridae","Chezala","privatella",1587045600
"944",2020,4,17,"Animalia","Arthropoda","Insecta","Lepidoptera","Pyralidae","Anomis","lyona",1587045600
"994",2020,4,17,"Animalia","Arthropoda","Insecta","Lepidoptera","Tineidae","Monopis","meliorella",1587045600
"1015",2020,4,17,"Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Helictophanes","prospera",1587045600
"1048",2020,4,17,"Animalia","Arthropoda","Insecta","Neuroptera","Hemerobiidae","Micromus","tasmaniae",1587045600
"1073",2020,4,17,"Animalia","Arthropoda","Insecta","Psocodea","fam. indet.","sp.","sp.1_fam. indet.",1587045600
"371",2020,4,18,"Animalia","Arthropoda","Arthropoda","Diptera","Muscidae","Musca","domestica",1587132000
"618",2020,4,18,"Animalia","Arthropoda","Insecta","Lepidoptera","Crambidae","Cryptoblabes","hemigypsa",1587132000
